sale_id,user_id,product_id,quantity,total_price
293,853,7,1,21.88
294,325,9,3,479.43
295,786,17,4,341.12
296,36,86,4,1755.64
297,14,33,5,1142.45
298,18,12,4,264.4
299,262,31,1,372.76
300,196,85,1,75.5
301,972,58,2,828.2
302,738,17,1,85.28
303,612,16,1,114.45
304,418,81,4,1700.28
305,677,84,3,15.63
306,751,64,2,436.38
307,613,31,3,1118.28
308,1,99,1,206.36
309,149,83,4,987.08
310,450,15,5,147.65
311,835,6,4,64.92
312,278,68,1,476.12
313,115,65,2,370.08
314,11,39,2,469.08
315,731,34,5,1800.25
316,725,94,1,65.63
317,818,94,4,262.52
318,646,85,1,75.5
319,243,58,1,414.1
320,978,100,4,1897.16
321,533,19,3,43.08
322,790,51,2,728.74
323,927,37,1,208.69
324,886,16,3,343.35
325,558,3,2,13.24
326,624,99,2,412.72
327,819,49,5,931.2
328,387,80,3,738.72
329,686,85,3,226.5
330,15,68,2,952.24
331,647,82,4,1735.04
332,239,56,1,316.47
333,43,45,5,608.65
334,868,96,1,418.84
335,959,46,2,94.72
336,506,14,2,861.26
337,968,41,2,277.04
338,885,63,4,790.48
339,400,97,5,556.6
340,637,59,3,15.45
341,922,28,2,170.6
342,129,99,3,619.08
343,181,84,4,20.84
344,541,12,1,66.1
345,4,4,3,863.82
346,410,93,5,1283.15
347,737,39,3,703.62
348,768,21,3,302.04
349,944,48,2,804.12
350,114,96,2,837.68
351,209,37,2,417.38
352,233,65,5,925.2
353,286,89,4,760.08
354,700,48,3,1206.18
355,197,94,1,65.63
356,791,95,5,2429.35
357,128,57,2,763.12
358,903,52,1,443.44
359,568,79,4,1588.24
360,253,30,1,403.31
361,733,67,1,148.55
362,377,13,4,1612.8
363,953,10,1,268.17
364,885,49,2,372.48
365,354,59,2,10.3
366,190,18,3,900.15
367,758,48,4,1608.24
368,18,95,2,971.74
369,799,24,4,217.2
370,692,8,3,210.15
371,384,14,5,2153.15
372,754,1,4,737.56
373,561,82,2,867.52
374,4,90,2,86.5
375,575,22,1,166.85
376,189,80,5,1231.2
377,544,27,3,786.54
378,151,20,3,1197.54
379,275,7,4,87.52
380,678,41,4,554.08
381,25,14,4,1722.52
382,919,39,1,234.54
383,404,77,2,766.34
384,918,43,3,242.85
385,463,82,5,2168.8
386,570,70,3,690.69
387,645,92,2,545.16
388,866,45,4,486.92
389,844,12,3,198.3
390,539,20,2,798.36
391,510,97,1,111.32
392,427,82,4,1735.04
393,206,86,5,2194.55
394,416,4,4,1151.76
395,591,74,2,769.1
396,337,3,1,6.62
397,727,10,4,1072.68
398,158,31,1,372.76
399,314,86,4,1755.64
400,114,43,2,161.9
401,278,45,4,486.92
402,144,7,5,109.4
403,212,30,2,806.62
404,65,72,1,480.09
405,670,40,5,319.95
406,753,51,4,1457.48
407,16,72,4,1920.36
408,305,39,2,469.08
409,337,55,5,1995.7
410,799,13,5,2016.0
411,33,30,4,1613.24
412,924,48,5,2010.3
413,661,60,2,179.5
414,632,98,4,1467.8
415,448,22,4,667.4
416,376,94,3,196.89
417,481,5,3,209.73
418,691,49,3,558.72
419,505,93,2,513.26
420,874,43,3,242.85
421,327,42,3,1075.59
422,411,46,1,47.36
423,502,42,3,1075.59
424,5,98,3,1100.85
425,620,44,5,1663.1
426,955,30,5,2016.55
427,737,61,3,1423.92
428,144,65,5,925.2
429,708,21,4,402.72
430,594,40,4,255.96
431,448,55,2,798.28
432,673,99,2,412.72
433,865,67,1,148.55
434,752,62,2,146.06
435,271,19,5,71.8
436,648,67,4,594.2
437,343,50,2,442.46
438,686,36,5,2084.1
439,990,23,4,1154.32
440,818,12,4,264.4
441,215,95,2,971.74
442,154,61,2,949.28
443,944,40,5,319.95
444,677,80,1,246.24
445,562,75,3,1278.99
446,742,83,1,246.77
447,825,70,2,460.46
448,553,88,1,110.73
449,697,12,3,198.3
450,11,71,2,978.88
451,330,92,5,1362.9
452,893,30,3,1209.93
453,949,30,1,403.31
454,217,78,1,336.69
455,823,14,5,2153.15
456,697,13,5,2016.0
457,858,24,5,271.5
458,739,31,3,1118.28
459,879,56,2,632.94
460,56,7,3,65.64
461,895,88,4,442.92
462,514,80,4,984.96
463,233,57,3,1144.68
464,735,16,2,228.9
465,703,87,3,1313.88
466,286,12,4,264.4
467,124,36,1,416.82
468,518,23,1,288.58
469,854,19,1,14.36
470,560,6,5,81.15
471,318,27,1,262.18
472,865,27,1,262.18
473,483,36,2,833.64
474,926,12,5,330.5
475,789,14,1,430.63
476,502,17,5,426.4
477,467,5,2,139.82
478,604,76,2,317.3
479,67,58,5,2070.5
480,166,51,1,364.37
481,628,90,2,86.5
482,30,50,1,221.23
483,27,41,4,554.08
484,256,100,5,2371.45
485,174,2,3,915.12
486,113,71,2,978.88
487,413,29,3,1022.07
488,465,39,3,703.62
489,736,81,4,1700.28
490,662,82,2,867.52
491,52,15,1,29.53
492,488,7,4,87.52
493,442,42,4,1434.12
494,967,85,3,226.5
495,821,34,1,360.05
496,199,93,3,769.89
497,894,56,2,632.94
498,615,30,2,806.62
499,883,85,1,75.5
500,289,97,2,222.64
501,832,5,3,209.73
502,329,48,5,2010.3
503,5,64,1,218.19
504,924,72,2,960.18
505,821,88,3,332.19
506,950,90,5,216.25
507,863,94,5,328.15
508,674,58,2,828.2
509,120,2,1,305.04
510,534,11,2,73.18
511,455,4,1,287.94
512,924,66,3,138.27
513,214,47,1,161.9
514,281,81,2,850.14
515,712,51,3,1093.11
516,220,60,4,359.0
517,709,43,5,404.75
518,100,15,2,59.06
519,867,18,4,1200.2
520,342,100,5,2371.45
521,433,26,3,1275.66
522,959,66,3,138.27
523,963,8,5,350.25
524,611,53,1,69.36
525,415,14,3,1291.89
526,900,25,3,245.46
527,98,33,3,685.47
528,545,26,3,1275.66
529,883,44,1,332.62
530,624,77,2,766.34
531,727,7,5,109.4
532,418,84,2,10.42
533,194,49,4,744.96
534,960,44,5,1663.1
535,116,53,2,138.72
536,503,96,2,837.68
537,432,8,2,140.1
538,860,85,1,75.5
539,399,79,3,1191.18
540,19,13,2,806.4
541,374,7,4,87.52
542,374,39,3,703.62
543,597,30,2,806.62
544,519,48,1,402.06
545,515,99,3,619.08
546,622,45,2,243.46
547,629,5,4,279.64
548,434,19,5,71.8
549,311,21,3,302.04
550,174,85,1,75.5
551,844,4,5,1439.7
552,447,14,3,1291.89
553,272,97,5,556.6
554,631,97,3,333.96
555,334,86,2,877.82
556,804,100,1,474.29
557,382,81,2,850.14
558,847,42,1,358.53
559,384,91,1,182.12
560,982,61,4,1898.56
561,402,55,2,798.28
562,485,48,1,402.06
563,169,20,2,798.36
564,559,67,1,148.55
565,778,90,3,129.75
566,652,11,1,36.59
567,966,36,2,833.64
568,600,75,5,2131.65
569,272,87,2,875.92
570,659,63,4,790.48
571,410,52,4,1773.76
572,347,15,2,59.06
573,458,23,2,577.16
574,805,73,5,1244.2
575,523,37,1,208.69
576,968,51,1,364.37
577,478,18,2,600.1
578,623,64,1,218.19
579,600,14,2,861.26
580,283,72,5,2400.45
581,867,42,3,1075.59
582,160,65,3,555.12
583,690,19,5,71.8
584,646,88,2,221.46
585,476,32,1,59.86
586,909,12,4,264.4
587,941,36,5,2084.1
588,531,55,1,399.14
589,505,60,3,269.25
590,636,79,1,397.06
591,98,39,2,469.08
592,3,88,2,221.46
593,326,23,1,288.58
594,979,39,4,938.16
595,166,12,5,330.5
596,277,50,3,663.69
597,545,89,2,380.04
598,637,34,2,720.1
599,722,68,2,952.24
600,36,21,1,100.68
601,928,73,1,248.84
602,914,35,1,370.84
603,359,17,2,170.56
604,455,5,4,279.64
605,135,68,2,952.24
606,519,27,4,1048.72
607,550,80,1,246.24
608,843,28,4,341.2
609,44,18,4,1200.2
610,627,18,5,1500.25
611,603,72,2,960.18
612,92,89,3,570.06
613,102,32,2,119.72
614,808,70,1,230.23
615,385,40,4,255.96
616,277,38,5,2456.2
617,328,41,1,138.52
618,43,29,1,340.69
619,555,16,4,457.8
620,847,6,3,48.69
621,735,44,4,1330.48
622,994,56,1,316.47
623,328,22,1,166.85
624,461,13,4,1612.8
625,567,25,1,81.82
626,942,95,2,971.74
627,64,14,5,2153.15
628,28,8,1,70.05
629,279,92,3,817.74
630,488,42,3,1075.59
631,576,1,4,737.56
632,140,67,2,297.1
633,896,41,5,692.6
634,684,79,5,1985.3
635,682,49,5,931.2
636,521,73,5,1244.2
637,487,54,2,244.88
638,47,41,1,138.52
639,648,81,1,425.07
640,210,48,1,402.06
641,398,6,4,64.92
642,458,63,2,395.24
643,835,22,1,166.85
644,958,14,3,1291.89
645,198,41,3,415.56
646,779,60,2,179.5
647,14,79,5,1985.3
648,816,53,4,277.44
649,685,2,4,1220.16
650,157,25,2,163.64
651,744,1,4,737.56
652,56,87,1,437.96
653,681,48,5,2010.3
654,532,26,3,1275.66
655,403,65,5,925.2
656,85,100,4,1897.16
657,775,42,3,1075.59
658,335,12,4,264.4
659,313,70,1,230.23
660,331,60,3,269.25
661,696,13,2,806.4
662,396,70,3,690.69
663,505,75,5,2131.65
664,569,96,1,418.84
665,224,21,1,100.68
666,571,56,2,632.94
667,456,73,2,497.68
668,345,5,4,279.64
669,72,4,5,1439.7
670,988,32,2,119.72
671,767,12,4,264.4
672,726,97,5,556.6
673,973,93,4,1026.52
674,195,69,1,212.34
675,195,32,1,59.86
676,523,28,5,426.5
677,607,96,4,1675.36
678,822,10,2,536.34
679,114,67,5,742.75
680,579,2,3,915.12
681,806,85,3,226.5
682,939,13,1,403.2
683,824,52,1,443.44
684,624,69,2,424.68
685,17,19,4,57.44
686,215,72,3,1440.27
687,788,74,4,1538.2
688,635,15,3,88.59
689,478,29,1,340.69
690,960,61,2,949.28
691,190,58,4,1656.4
692,481,99,5,1031.8
693,468,27,5,1310.9
694,588,39,2,469.08
695,685,67,3,445.65
696,302,90,1,43.25
697,457,38,1,491.24
698,56,89,1,190.02
699,898,57,4,1526.24
700,617,45,5,608.65
701,535,76,5,793.25
702,638,5,1,69.91
703,21,32,3,179.58
704,536,88,2,221.46
705,211,40,5,319.95
706,744,22,1,166.85
707,384,18,2,600.1
708,423,6,2,32.46
709,421,60,5,448.75
710,179,5,3,209.73
711,94,14,3,1291.89
712,935,68,2,952.24
713,407,71,1,489.44
714,397,91,3,546.36
715,885,34,2,720.1
716,452,92,4,1090.32
717,574,54,4,489.76
718,657,62,1,73.03
719,188,25,3,245.46
720,892,21,2,201.36
721,225,93,1,256.63
722,420,94,4,262.52
723,215,65,2,370.08
724,237,51,1,364.37
725,225,26,5,2126.1
726,947,92,1,272.58
727,985,54,2,244.88
728,424,33,3,685.47
729,236,21,2,201.36
730,413,81,5,2125.35
731,825,60,3,269.25
732,318,95,5,2429.35
733,982,82,1,433.76
734,817,86,5,2194.55
735,711,3,3,19.86
736,899,37,4,834.76
737,96,84,1,5.21
738,452,97,5,556.6
739,907,33,1,228.49
740,953,76,4,634.6
741,242,2,4,1220.16
742,496,62,1,73.03
743,903,26,1,425.22
744,737,61,4,1898.56
745,471,55,5,1995.7
746,958,88,1,110.73
747,275,20,5,1995.9
748,785,45,2,243.46
749,940,3,4,26.48
750,700,98,3,1100.85
751,968,73,2,497.68
752,357,98,5,1834.75
753,826,44,2,665.24
754,119,58,2,828.2
755,486,33,5,1142.45
756,681,66,2,92.18
757,249,81,5,2125.35
758,931,83,5,1233.85
759,501,87,4,1751.84
760,510,80,5,1231.2
761,840,65,4,740.16
762,406,81,4,1700.28
763,134,16,1,114.45
764,856,85,3,226.5
765,844,11,5,182.95
766,678,14,2,861.26
767,629,94,2,131.26
768,481,13,2,806.4
769,494,67,5,742.75
770,26,38,4,1964.96
771,250,98,1,366.95
772,769,79,4,1588.24
773,468,55,4,1596.56
774,556,93,5,1283.15
775,166,44,2,665.24
776,204,17,1,85.28
777,802,63,5,988.1
778,616,13,2,806.4
779,871,71,3,1468.32
780,397,38,2,982.48
781,390,68,1,476.12
782,950,11,5,182.95
783,65,39,2,469.08
784,274,36,3,1250.46
785,18,37,5,1043.45
786,73,80,5,1231.2
787,589,26,1,425.22
788,119,77,4,1532.68
789,872,45,4,486.92
790,876,28,3,255.9
791,963,85,3,226.5
792,718,98,3,1100.85
793,649,17,3,255.84
794,734,63,4,790.48
795,956,19,2,28.72
796,826,62,1,73.03
797,81,5,1,69.91
798,9,48,2,804.12
799,351,82,4,1735.04
800,425,80,5,1231.2
801,534,41,5,692.6
802,626,81,5,2125.35
803,408,11,4,146.36
804,637,3,4,26.48
805,260,61,4,1898.56
806,74,21,3,302.04
807,696,40,3,191.97
808,99,30,5,2016.55
809,96,42,1,358.53
810,222,39,2,469.08
811,874,1,3,553.17
812,77,56,4,1265.88
813,791,66,5,230.45
814,670,46,5,236.8
815,930,90,3,129.75
816,112,85,5,377.5
817,120,69,5,1061.7
818,259,32,5,299.3
819,128,13,2,806.4
820,369,78,3,1010.07
821,133,88,1,110.73
822,373,79,2,794.12
823,955,48,2,804.12
824,103,50,2,442.46
825,606,49,1,186.24
826,388,95,5,2429.35
827,342,45,3,365.19
828,952,44,2,665.24
829,946,77,4,1532.68
830,691,10,2,536.34
831,702,54,1,122.44
832,241,82,5,2168.8
833,827,57,3,1144.68
834,751,43,5,404.75
835,664,36,3,1250.46
836,843,37,2,417.38
837,26,56,5,1582.35
838,174,89,4,760.08
839,289,33,5,1142.45
840,305,58,4,1656.4
841,839,64,1,218.19
842,658,38,2,982.48
843,904,41,4,554.08
844,316,75,5,2131.65
845,276,60,3,269.25
846,366,94,2,131.26
847,774,28,2,170.6
848,791,25,5,409.1
849,974,87,4,1751.84
850,247,14,3,1291.89
851,27,83,4,987.08
852,709,60,3,269.25
853,68,52,2,886.88
854,864,91,4,728.48
855,8,28,2,170.6
856,747,50,5,1106.15
857,872,93,4,1026.52
858,437,91,1,182.12
859,313,40,3,191.97
860,17,73,2,497.68
861,109,61,4,1898.56
862,188,89,2,380.04
863,797,31,2,745.52
864,427,33,2,456.98
865,48,32,1,59.86
866,295,13,1,403.2
867,408,97,1,111.32
868,736,91,2,364.24
869,131,93,5,1283.15
870,906,4,5,1439.7
871,620,16,3,343.35
872,672,79,4,1588.24
873,13,89,1,190.02
874,990,34,3,1080.15
875,853,8,5,350.25
876,604,8,3,210.15
877,738,93,4,1026.52
878,106,24,5,271.5
879,270,95,4,1943.48
880,985,72,1,480.09
881,487,66,5,230.45
882,523,39,1,234.54
883,990,72,2,960.18
884,724,31,2,745.52
885,613,93,5,1283.15
886,628,52,3,1330.32
887,228,87,5,2189.8
888,496,44,1,332.62
889,139,30,5,2016.55
890,199,70,4,920.92
891,343,19,2,28.72
892,634,45,5,608.65
893,540,44,5,1663.1
894,725,78,4,1346.76
895,77,68,3,1428.36
896,83,3,1,6.62
897,668,29,1,340.69
898,107,14,5,2153.15
899,901,95,3,1457.61
900,899,63,4,790.48
901,464,34,5,1800.25
902,437,68,1,476.12
903,829,32,2,119.72
904,158,16,1,114.45
905,660,56,2,632.94
906,643,93,4,1026.52
907,697,60,2,179.5
908,351,26,5,2126.1
909,436,76,2,317.3
910,112,23,1,288.58
911,287,56,5,1582.35
912,787,14,5,2153.15
913,457,93,4,1026.52
914,998,18,3,900.15
915,757,4,4,1151.76
916,171,53,4,277.44
917,634,71,5,2447.2
918,256,41,1,138.52
919,48,96,3,1256.52
920,408,53,3,208.08
921,561,6,2,32.46
922,807,78,5,1683.45
923,533,23,3,865.74
924,795,61,1,474.64
925,190,98,5,1834.75
926,39,26,3,1275.66
927,871,95,4,1943.48
928,944,19,5,71.8
929,761,27,4,1048.72
930,246,25,5,409.1
931,204,61,5,2373.2
932,828,97,5,556.6
933,469,62,4,292.12
934,164,33,4,913.96
935,371,40,5,319.95
936,363,21,2,201.36
937,336,82,3,1301.28
938,671,46,4,189.44
939,785,48,2,804.12
940,565,88,4,442.92
941,960,49,2,372.48
942,961,28,4,341.2
943,246,87,5,2189.8
944,722,68,5,2380.6
945,229,69,3,637.02
946,449,71,2,978.88
947,196,93,2,513.26
948,925,10,3,804.51
949,573,29,3,1022.07
950,366,32,4,239.44
951,679,87,2,875.92
952,798,27,1,262.18
953,462,100,4,1897.16
954,662,1,1,184.39
955,390,75,2,852.66
956,61,10,3,804.51
957,731,35,5,1854.2
958,531,4,3,863.82
959,308,27,2,524.36
960,402,40,2,127.98
961,617,82,1,433.76
962,314,38,5,2456.2
963,509,79,5,1985.3
964,385,17,2,170.56
965,688,36,1,416.82
966,281,44,5,1663.1
967,850,2,4,1220.16
968,62,10,4,1072.68
969,967,84,1,5.21
970,609,88,2,221.46
971,58,39,3,703.62
972,241,3,4,26.48
973,427,19,1,14.36
974,507,49,1,186.24
975,499,51,4,1457.48
976,61,54,5,612.2
977,344,53,1,69.36
978,528,98,5,1834.75
979,67,46,1,47.36
980,911,62,3,219.09
981,893,20,1,399.18
982,595,87,1,437.96
983,319,63,3,592.86
984,498,91,5,910.6
985,719,38,5,2456.2
986,99,55,2,798.28
987,81,91,4,728.48
988,353,72,1,480.09
989,343,72,2,960.18
990,118,90,1,43.25
991,738,1,3,553.17
992,246,23,4,1154.32
993,887,50,3,663.69
994,149,81,4,1700.28
995,595,18,5,1500.25
996,401,33,3,685.47
997,493,63,5,988.1
998,416,35,1,370.84
999,367,10,4,1072.68
1000,580,84,2,10.42
1001,593,100,1,474.29
1002,828,38,2,982.48
1003,749,17,3,255.84
1004,39,58,2,828.2
1005,626,32,1,59.86
1006,118,16,3,343.35
1007,515,71,5,2447.2
1008,433,13,4,1612.8
1009,963,72,1,480.09
1010,475,23,5,1442.9
1011,522,9,1,159.81
1012,732,7,1,21.88
1013,6,7,5,109.4
1014,22,39,3,703.62
1015,251,34,1,360.05
1016,718,15,5,147.65
1017,548,8,2,140.1
1018,970,8,5,350.25
1019,774,50,3,663.69
1020,948,32,1,59.86
1021,470,36,4,1667.28
1022,162,67,5,742.75
1023,735,87,2,875.92
1024,68,54,2,244.88
1025,356,91,5,910.6
1026,819,40,5,319.95
1027,222,15,3,88.59
1028,151,79,3,1191.18
1029,857,98,5,1834.75
1030,696,58,1,414.1
1031,773,91,4,728.48
1032,358,95,5,2429.35
1033,763,21,5,503.4
1034,42,71,2,978.88
1035,571,26,4,1700.88
1036,261,68,5,2380.6
1037,402,70,4,920.92
1038,292,34,5,1800.25
1039,795,73,4,995.36
1040,33,54,3,367.32
1041,486,11,2,73.18
1042,43,64,3,654.57
1043,197,47,5,809.5
1044,79,80,2,492.48
1045,802,63,5,988.1
1046,116,97,2,222.64
1047,84,91,3,546.36
1048,262,71,2,978.88
1049,841,19,1,14.36
1050,851,96,2,837.68
1051,637,95,2,971.74
1052,899,36,3,1250.46
1053,79,11,5,182.95
1054,533,96,4,1675.36
1055,260,100,3,1422.87
1056,124,13,3,1209.6
1057,758,12,2,132.2
1058,295,94,2,131.26
1059,371,10,4,1072.68
1060,180,27,5,1310.9
1061,634,39,5,1172.7
1062,668,89,5,950.1
1063,103,73,5,1244.2
1064,127,47,4,647.6
1065,593,73,5,1244.2
1066,240,80,3,738.72
1067,751,16,3,343.35
1068,50,91,2,364.24
1069,416,49,1,186.24
1070,508,68,3,1428.36
1071,456,100,4,1897.16
1072,964,59,5,25.75
1073,781,78,4,1346.76
1074,821,11,4,146.36
1075,159,34,3,1080.15
1076,18,67,1,148.55
1077,607,83,5,1233.85
1078,992,86,5,2194.55
1079,102,22,4,667.4
1080,816,57,4,1526.24
1081,162,76,4,634.6
1082,386,47,3,485.7
1083,504,29,2,681.38
1084,167,92,2,545.16
1085,964,89,2,380.04
1086,17,71,1,489.44
1087,4,85,4,302.0
1088,946,57,1,381.56
1089,2,42,2,717.06
1090,672,18,3,900.15
1091,221,56,1,316.47
1092,206,53,5,346.8
1093,742,24,1,54.3
1094,937,71,3,1468.32
1095,45,12,4,264.4
1096,221,26,1,425.22
1097,448,61,4,1898.56
1098,502,15,3,88.59
1099,285,61,2,949.28
1100,86,29,1,340.69
1101,898,93,5,1283.15
1102,736,8,2,140.1
1103,231,1,2,368.78
1104,365,11,4,146.36
1105,985,80,2,492.48
1106,297,84,5,26.05
1107,894,43,2,161.9
1108,708,65,4,740.16
1109,349,88,5,553.65
1110,508,10,4,1072.68
1111,29,4,5,1439.7
1112,619,48,3,1206.18
1113,832,41,4,554.08
1114,269,79,2,794.12
1115,481,46,3,142.08
1116,956,2,3,915.12
1117,850,66,1,46.09
1118,445,16,3,343.35
1119,994,40,5,319.95
1120,934,29,2,681.38
1121,376,10,4,1072.68
1122,439,53,2,138.72
1123,943,33,5,1142.45
1124,747,19,5,71.8
1125,573,2,1,305.04
1126,235,50,4,884.92
1127,8,43,1,80.95
